job_title,job_responsibility
WXG10-企业微信基础功能产品策划经理（会议/直播）（广州）,"1）负责企业微信内会议、直播产品相关的策划工作，承担会议、直播等产品功能的探索、设计和功能方案落地；
2）能够深入了解并分析企业内外部对会议和直播的使用场景和诉求，能够抓住核心要点，并探索出和企业微信其他模块结合的亮点，输出整体的解决方案，。
3）对用户反馈和行为进行持续跟进和分析，通过数据分析和用户反馈，制定优化策略。"
15569-合金弹头手游高级数值策划（深圳）,"对游戏经济数值的规划设计有深入的分析能力；
跟进版本实现，保证游戏开发质量，跟进后续运营维护；
对游戏及运营状况进行效果分析，并协助制定产品改进策略。"
29912-增长策略产品经理（push触达）,"职责：
1、负责微视用户触达体系工作（push、短信、弹窗等），参与目标制定与拆分，基于用户画像&行为数据制定用户增长策略，促进DAU增长
2、纵向深入了解push链路，围绕触达场景、效率、转化探索增长driver，并优化完善增长效率工具（如AB系统），通过产品化、平台化方式全面提升运营效率、数据驱动意识和能力
3、横向了解微视业务生态，针对促活、促业务渗透等方向探索DAU增量收益，并对业务输出高转化的触达能力以及方法论
4、自驱性的发现问题、解决问题，跟进需求的设计、开发、QA、上线、数据复盘和日常数据监控等，对用户体验和增长结果直接负责。
"
29912-高校短视频拓展运营经理,"1 负责高校类短视频账号和内容的拓展引入、校园大型活动和比赛的方案制定、活动的地推工作等。
2 学校渠道的挖掘和维护，维护合作伙伴及各渠道的日常沟通关系。
3 负责统筹项目进度、推动项目产出，分析和输出项目数据以及标杆案例包装与呈现等。
4 依托短视频产品，推动教育类TOB行业解决方案、优化办法，提升用户使用体验。"
29912-短视频产品运营,"1、负责政务、广电、教育账号运营的产品需求挖掘和整理，横向支持团队内产品需求，跟进产品排期和开发上线。
2、负责相关内容推进效果，并收回数据
3、负责微视相关账号与企鹅号的双向打通，解决内容回传链路问题，跟进内容双向打通。最终实现全平台数据在微视平台体现。"
WXG02-122 微信推荐算法高级工程师（视频号）(广州/深圳）,负责微信视频号推荐算法架构设计及优化。
WXG02-122 微信推荐算法高级工程师（视频号）(广州/深圳）,负责微信视频号推荐算法架构设计及优化。
35600-小说内容运营,"根据腾讯看点信息流体系下小说用户特点，制定有针对性的男频、女频内容运营策略，助力业务阅读规模和时长增长负责小说频道内容模块的策划与落地，包含推荐位内容更新、专题策划制作、栏目改版，根据热点策划营销内容活动并落地执行
基于数据分析，并利用数据挖掘内容价值，推动男女频内容运营策略优化，不断提升运营效率
对接上游CP，联动运营大神来了、新书发布、新书上架、书籍完结等内容活动
和腾讯看点内游戏、动漫、影视等内容联动运营，联合打造推广IP内容
"
28601-微信支付数据应用开发工程师,"负责微信支付数据开放应用的方案设计、服务建设、系统优化等工作；
通过数据赋能微信支付的商户，助力商户更好的经营。





"
28601-微信支付数据应用前端开发工程师,"负责微信支付数据应用前端和IoT智能设备内的小程序、H5等前端架构设计、实现和优化等工作，通过专业性为用户带来良好的富交互体验；
设计和建造高效、可重用的界面架构，提升组织效能；
通过专业的前端能力，保障用户在大数据应用场景中的体验和对性能的要求。"
WXG02-113 微信后台高级开发工程师（视频号）(广州/深圳）,负责微信视频号后台架构设计及相关功能开发。
WXG02-122 微信通话音频内核开发工程师（深圳/广州/北京/成都）,"微信音频通话核心编解码算法、前后处理算法研究，跨平台音频引擎研发，语音识别相关的前处理算法研究开发，包括：
不同手机平台声音采集播放；
前后处理如回声抵消、噪声抑制、静音检测、自动增益等；
网络传输适配包括FEC策略、缓冲控制、错误掩盖等；
编解码器核心算法针对不同平台优化"
CSIG02-智慧建筑后台开发工程师（深圳）,"负责微瓴物联网系统后台研发工作；
参与项目交付方案设计和标准化产品开发；
参与后台各个系统的架构设计、评审和代码开发，以及技术难题的攻坚和优化；
参与方案文档、技术实施文档、接口文档等撰写和维护。"
21226-Senior Overseas Publishing Manager（ShenZhen）,"Responsible for researching regional gaming markets, analyzing game data, and understanding the key factors to success of various kinds of mobile games. This position also requires researching and formulating differentiation strategies for operations and publishing, as well as the overall operation plan. Finally, the position will be responsible for providing optimization plans for the games based on product feedback. 
Responsible for researching core games’ core gameplay experience, product playability, as well as the design of game systems, commercialization, and related game data. You will analyze player behavior, user psychology and habits, as well as provide improvement and optimization plans based on data analysis and user research. 
Responsible for coordinating communication between internal and external groups, coordinating resources, and supporting requests from project partners. This position must help ensure the achievement of project targets and goals. 
To carry out daily communication and promote a strong and healthy working relationship with collaborating research teams."
22989-腾讯云AI语音语义产品经理（深圳）,"1、负责腾讯语音语义AI类产品规划与设计，挖掘客户需求，达成目标；
2、具体负责语音语义AI类产品策划工作，独立完成详细需求设计，推进迭代；
3、负责产品用户研究，数据分析，建立核心数据指标体系监控产品健康发展，能够完成从线上数据问题分析，到产品需求设计，再到数据验证的流程，从数据中获得洞察，驱动产品改进；
4、把握行业趋势，定期跟踪、分析行业动态及竞品，并提出相应的产品对策。
"
TEG04-腾讯微校Android开发工程师(深圳),"完善并遵守团队的编码规范，编写高质量、易维护的代码；
负责Android平台上相关产品功能开发及优化；
参与方案讨论和技术调研，根据开发过程中的体验对产品提出改进建议；"
18427-行政专员（腾讯中金合资技术公司）,"1、 行政管理：负责公司资质管理、文件档案资料的建立和归档整理工作，及时更新维护；负责协助公司大型/重要公务、商务接待和会务支持工作；负责会议室预定、基础设施管理；负责各类行政费用报销、登记，按月汇总，制作报表；制定和管理公司行政管理规章制度和流程体系，维护更新相应文档并落地执行；
2、 办公用品管理：负责公司办公用品、劳保用品等申购、管理和发放工作；
3、 活动组织：公司各类活动组织，如公司年会、部门活动、消防演习、员工生日会、员工体检等；
4、 后勤管理：协助办公场所规划和维护；
5、 其他工作：名片制作、客户接待等，及完成领导安排的其他工作。
"
